amenities,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,square_meters,price_per_m2,cluster,pca1,pca2,anomaly
Unknown,1.0,1.0,Thumbnail,Unknown,2707,776,Austin,TX,30.3054,-97.7497,72.092728,37.54886345818402,1.0,-0.6972936474242435,1.9522058799311368,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,View",1.0,1.0,Thumbnail,"Cats,Dogs",1822,776,Issaquah,WA,47.5481,-122.0471,72.092728,25.273006730997892,1.0,-0.898781038389749,1.793858443201692,1.0
"Clubhouse,Gym,Patio/Deck,Pool,Washer Dryer",1.0,1.0,Thumbnail,Unknown,1526,776,Mount Laurel,NJ,39.9478,-74.9117,72.092728,21.16718346405202,0.0,-0.9417892562686113,-0.2521286241719522,1.0
"Parking,Pool,Tennis",1.0,1.0,Thumbnail,"Cats,Dogs",1497,776,Waldorf,MD,38.6293,-76.9675,72.092728,20.76492375208773,0.0,-0.945152856129416,-0.2710381961700569,1.0
"Clubhouse,Gym,Parking,Pool,Storage",1.0,1.0,Thumbnail,Unknown,1438,776,Dallas,TX,32.9395,-96.8387,72.092728,19.946533303608653,0.0,-0.9471221616364137,0.0724336007213848,1.0
"Clubhouse,Gym,Parking,Pool,Storage",1.0,1.0,Thumbnail,Unknown,1416,776,Dallas,TX,32.9395,-96.8387,72.092728,19.64137076349781,0.0,-0.9513744640349903,0.03907689700956241,1.0
"Clubhouse,Gym,Patio/Deck,Pool,Washer Dryer",1.0,1.0,Yes,Unknown,1400,776,Mount Laurel,NJ,39.9478,-74.9117,72.092728,19.419434370689928,0.0,-0.9661433518240952,-0.4431715636123892,1.0
"AC,Cable or Satellite,Gated,Gym",1.0,1.0,Yes,Unknown,1269,776,Coraopolis,PA,40.5059,-80.1869,72.092728,17.60233015457537,0.0,-0.9925463837071646,-0.4709512319386491,1.0
Parking,1.0,1.0,Thumbnail,Unknown,1249,776,Dallas,TX,32.8261,-96.7472,72.092728,17.324909663565514,0.0,-0.9834546686198035,-0.21989777640068478,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,1225,776,San Antonio,TX,29.4624,-98.5253,72.092728,16.99200507435369,0.0,-0.9822992193781379,-0.29470911678117495,1.0
"Basketball,Cable or Satellite,Clubhouse,Hot Tub,Internet Access,Patio/Deck,Pool",1.0,2.0,Thumbnail,"Cats,Dogs",1130,776,Auburn,AL,32.5975,-85.4777,72.092728,15.67425774205687,0.0,-0.45386900510714223,-0.8201383357620204,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1100,776,Troutdale,OR,45.528,-122.3979,72.092728,15.258127005542086,1.0,-1.0348384468426934,0.6549051491649687,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,835,776,Minot,ND,48.2469,-101.3017,72.092728,11.582305499661492,0.0,-1.0903154886500774,-0.29629563761081834,1.0
"Cable or Satellite,Refrigerator",1.0,1.0,Thumbnail,Unknown,805,776,Mandan,ND,46.8296,-100.8908,72.092728,11.166174763146708,0.0,-1.0936474103099012,-0.39222521080477135,1.0
Gym,1.0,1.0,Thumbnail,Unknown,2221,777,Los Angeles,CA,34.053,-118.2637,72.185631,30.767896175902376,1.0,-0.7964712617826075,1.9197328212707354,1.0
"Dishwasher,Refrigerator",1.0,1.0,Thumbnail,Unknown,2100,777,San Diego,CA,32.7876,-117.1265,72.185631,29.091662300493017,1.0,-0.8176715969153153,1.6686234052242723,1.0
"Cable or Satellite,Dishwasher,Elevator,Parking,Patio/Deck,Pool,Refrigerator,Storage",1.0,1.0,Thumbnail,Unknown,2000,777,Malden,MA,42.4299,-71.0581,72.185631,27.706345048088586,0.0,-0.8527454564674072,0.4175110710904302,1.0
"Gated,Gym,Pool,Storage",1.0,1.0,Yes,Unknown,1913,777,Columbia,MD,39.2144,-76.8797,72.185631,26.501119038496732,0.0,-0.864134782294388,0.37067174183008117,1.0
"Gated,Gym,Hot Tub,Pool",1.0,1.0,Thumbnail,Unknown,1554,777,Austin,TX,30.3054,-97.7497,72.185631,21.52783010236483,0.0,-0.9186234708630845,0.20215296344281636,1.0
"AC,Pool,Tennis",1.0,1.0,Thumbnail,Unknown,1447,777,Nashua,NH,42.7527,-71.4854,72.185631,20.045540642292092,0.0,-0.9603469365692725,-0.3989969769020107,1.0
Pool,1.0,1.0,Thumbnail,"Cats,Dogs",1019,777,Houston,TX,29.7714,-95.4343,72.185631,14.116382802001135,0.0,-1.021195661931357,-0.6912257187060177,1.0
Dishwasher,1.0,1.0,Thumbnail,Unknown,850,777,San Antonio,TX,29.4624,-98.5253,72.185631,11.77519664543765,0.0,-1.05343676341472,-0.8643635409280294,1.0
"Dishwasher,Parking,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",835,777,Thornton,CO,39.8895,-104.9641,72.185631,11.567399057576985,0.0,-0.5226163222256797,-0.49600441276144197,1.0
"Dishwasher,Patio/Deck,Pool,Storage",1.0,1.0,Thumbnail,"Cats,Dogs",820,777,Oklahoma City,OK,35.471,-97.5299,72.185631,11.35960146971632,0.0,-1.0696410848497853,-0.776790236069926,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,720,777,Sioux Falls,SD,43.5329,-96.7265,72.185631,9.974284217311892,0.0,-1.1029586136035652,-0.7341025669201057,1.0
"Gym,Playground,Pool",1.0,1.0,Yes,Unknown,1435,778,Silver Spring,MD,39.0829,-77.0612,72.278534,19.853750769211786,0.0,-0.9549296563081859,-0.3534632532840377,1.0
Dishwasher,1.0,1.0,Thumbnail,Unknown,1120,778,San Antonio,TX,29.4624,-98.5253,72.278534,15.495610356457979,0.0,-0.9997636937597918,-0.45665833403556,1.0
"Fireplace,Gym,Pool,Wood Floors",1.0,1.0,Thumbnail,Unknown,1109,778,Las Vegas,NV,36.0993,-115.2838,72.278534,15.343421326171338,0.0,-1.0137690406782518,0.20090898661206147,1.0
"Dishwasher,Fireplace,Patio/Deck",1.0,2.0,Thumbnail,Dogs,2595,779,Seattle,WA,47.616,-122.3275,72.371437,35.85668749399021,1.0,-0.19214705984441266,2.886092457096337,1.0
Parking,1.0,1.0,Thumbnail,"Cats,Dogs",2123,779,Parsippany,NJ,40.862,-74.4061,72.371437,29.334777475815493,0.0,-0.8229398066199104,0.6553755844966679,1.0
Parking,1.0,1.0,Thumbnail,Unknown,2123,779,Parsippany,NJ,40.862,-74.4061,72.371437,29.334777475815493,0.0,-0.8229398066199104,0.6553755844966679,1.0
"Dishwasher,Elevator,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,Unknown,1907,779,Nashville,TN,36.137,-86.783,72.371437,26.35017458614232,0.0,-0.85693466748587,0.5663201702565571,1.0
Unknown,1.0,1.0,Thumbnail,Cats,1691,779,Whitefish Bay,WI,43.1091,-87.8962,72.371437,23.365571696469146,0.0,-0.9109685360458512,0.4608680433291432,1.0
"Dishwasher,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1610,779,Herndon,VA,38.9554,-77.386,72.371437,22.246345612841708,0.0,-0.9192568356297871,-0.08428295494878293,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,1222,779,Austin,TX,30.3054,-97.7497,72.371437,16.885114496206562,0.0,-0.9799992505015536,-0.30382693780326586,1.0
"Fireplace,Parking,Pool,Storage,Washer Dryer",1.0,1.0,Yes,"Cats,Dogs",1068,779,Euless,TX,32.8524,-97.0886,72.371437,14.757203176717356,0.0,-1.0142885718366719,-0.48748323954088707,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,3950,780,San Francisco,CA,37.7599,-122.4379,72.46433999999999,54.509569810475064,1.0,-0.4618872070721103,4.749276827492985,1.0
"Dishwasher,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,Unknown,2170,780,Franklin,TN,35.9393,-86.8716,72.46433999999999,29.945763668033134,0.0,-0.8038664372632264,0.9589539355661626,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,2150,780,San Diego,CA,32.7876,-117.1265,72.46433999999999,29.669765846207945,1.0,-0.25100026883257165,1.655966084090783,1.0
"Gym,Parking,Pool,Storage,TV",1.0,1.0,Thumbnail,"Cats,Dogs",2050,780,Bellevue,WA,47.6156,-122.2109,72.46433999999999,28.289776737081993,1.0,-0.8482024614712363,2.136607865944305,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",1700,780,San Marcos,CA,33.1463,-117.1694,72.46433999999999,23.459814855141165,1.0,-0.33907229945801415,0.9866297178890464,1.0
"Fireplace,Gym,Patio/Deck",1.0,1.0,Yes,Unknown,1652,780,Lynnwood,WA,47.8616,-122.2729,72.46433999999999,22.79742008276071,1.0,-0.9259742478591851,1.54340141774694,1.0
"Gym,Parking,TV",1.0,1.0,Yes,"Cats,Dogs",1605,780,Silver Spring,MD,39.0017,-77.0353,72.46433999999999,22.148825201471514,0.0,-0.9187602350785421,-0.10285226849460105,1.0
"Pool,View",1.0,1.0,Yes,Unknown,1581,780,Medina,WA,47.6163,-122.2365,72.46433999999999,21.817627815281284,1.0,-0.9393456029760479,1.4283599426055456,1.0
"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,Unknown,1421,780,Austin,TX,30.3054,-97.7497,72.46433999999999,19.60964524067976,0.0,-0.9398873615227881,-0.004461750393457541,1.0
"Dishwasher,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1356,780,Chesapeake,VA,36.7124,-76.2965,72.46433999999999,18.712652319747896,0.0,-0.9631627878257409,-0.5629801159057674,1.0
"Dishwasher,Fireplace,Patio/Deck",1.0,1.0,Thumbnail,"Cats,Dogs",1315,780,Anchorage,AK,61.1723,-149.8414,72.46433999999999,18.146856785006253,1.0,-1.015145403217518,2.2077341968047386,1.0
Unknown,1.0,2.0,No,Cats,1295,780,Hampton,NH,42.9338,-70.8233,72.46433999999999,17.870858963181064,0.0,-0.43374121248340314,-0.7295163686904662,1.0
"AC,Cable or Satellite,Dishwasher,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer,Wood Floors",1.0,1.0,Thumbnail,"Cats,Dogs",1245,780,Laurel,MD,39.0614,-76.8511,72.46433999999999,17.18086440861809,0.0,-0.988819016849763,-0.6509165146896779,1.0
Unknown,1.0,1.0,Thumbnail,Cats,1190,780,Everett,WA,47.9338,-122.2052,72.46433999999999,16.421870398598816,1.0,-1.0158790297357978,0.8449137951999238,1.0
"Clubhouse,Dishwasher,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1161,780,Tampa,FL,28.0076,-82.4792,72.46433999999999,16.02167355695229,0.0,-0.9860968423775512,-0.9105198995271221,1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage",1.0,1.0,Thumbnail,"Cats,Dogs",1149,780,Lakeville,MN,44.6526,-93.2482,72.46433999999999,15.856074863857176,0.0,-1.0175270492087645,-0.16076273018959386,1.0
"Basketball,Dishwasher,Internet Access,Pool,Refrigerator",2.0,2.0,Thumbnail,"Cats,Dogs",1138,780,Tallahassee,FL,30.4601,-84.2714,72.46433999999999,15.70427606185332,0.0,0.4459568101359137,-0.9268739439151596,1.0
"Dishwasher,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1089,780,Orlando,FL,28.5163,-81.3644,72.46433999999999,15.028081398381605,0.0,-1.0009465904731272,-1.038533390635961,1.0
"Gym,Playground,Pool,Wood Floors",1.0,2.0,Yes,Unknown,1060,780,Colorado Springs,CO,38.8503,-104.7586,72.46433999999999,14.62788455673508,0.0,-0.4730657585094409,-0.19317130175808783,1.0
"Dishwasher,Fireplace,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1030,780,Saint Cloud,MN,45.5509,-94.1725,72.46433999999999,14.213887823997295,0.0,-1.0422303103764696,-0.2890908924840725,1.0
"AC,Dishwasher,Fireplace,Gated,Gym,Patio/Deck,Pool,Refrigerator,Tennis,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",1017,780,Lawrenceville,GA,33.9222,-84.0725,72.46433999999999,14.03448923981092,0.0,-1.0243716910605118,-0.921294776718457,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",990,780,Davenport,IA,41.5486,-90.5922,72.46433999999999,13.661892180346914,0.0,-1.0429853290524713,-0.5634610484871809,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,970,780,Royal Oak,MI,42.5067,-83.1545,72.46433999999999,13.385894358521725,0.0,-1.0483716697795389,-0.7874080292487632,1.0
"Dishwasher,Patio/Deck,Refrigerator,Storage,Washer Dryer,Wood Floors",1.0,2.0,Yes,Unknown,950,780,Colorado Springs,CO,38.8862,-104.7389,72.46433999999999,13.109896536696533,0.0,-0.4945040252513063,-0.35907787905702526,1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",855,780,Atlanta,GA,33.7848,-84.3922,72.46433999999999,11.79890688302688,0.0,-1.055622045036932,-1.1604768006138784,1.0
"Parking,Patio/Deck,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",848,780,Hilliard,OH,40.0329,-83.1377,72.46433999999999,11.702307645388064,0.0,-1.0677899077052773,-1.039209388357218,1.0
"Gym,Playground,Pool",1.0,1.0,Thumbnail,Unknown,821,780,Mebane,NC,36.0913,-79.2861,72.46433999999999,11.329710585924056,0.0,-1.0661179803815348,-1.300296249024261,1.0
"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Parking,Playground,Pool,Refrigerator,Storage",1.0,2.0,Thumbnail,"Cats,Dogs",784,780,Fenton,MO,38.4988,-90.4592,72.46433999999999,10.819114615547456,0.0,-0.5257807314904088,-1.0421346525134736,1.0
Unknown,1.0,1.0,Thumbnail,Cats,780,780,Harrison Township,MI,42.6101,-82.836,72.46433999999999,10.763915051182417,0.0,-1.0854669936074046,-1.081254606738209,1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",755,780,Pittsburgh,PA,40.4448,-79.9725,72.46433999999999,10.41891777390093,0.0,-1.0865081682291606,-1.2621279875209828,1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",740,780,Sioux Falls,SD,43.5329,-96.7265,72.46433999999999,10.211919407532037,0.0,-0.5431972093059633,-0.7875254536286225,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",695,780,Ames,IA,42.0259,-93.6516,72.46433999999999,9.59092430842536,0.0,-0.5492619699981314,-0.9870819079771428,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",695,780,Ames,IA,42.0259,-93.6516,72.46433999999999,9.59092430842536,0.0,-0.5492619699981314,-0.9870819079771428,1.0
Parking,1.0,1.0,Thumbnail,Unknown,661,780,Wickliffe,OH,41.5978,-81.4642,72.46433999999999,9.121728011322535,0.0,-1.1068071597752096,-1.3290236603861285,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",550,780,Shenandoah,IA,40.7602,-95.3688,72.46433999999999,7.58994010019273,0.0,-0.5752824958732935,-1.1897991984177323,1.0
"Gym,Parking",1.0,1.0,No,Unknown,1754,781,Silver Spring,MD,39.0017,-77.0353,72.557243,24.174016645037078,0.0,-0.8882276544687638,0.12034108990719648,1.0
Parking,1.0,1.0,Thumbnail,"Cats,Dogs",1450,781,Odessa,TX,31.8666,-102.3901,72.557243,19.984221285806022,0.0,-0.9355616070195828,0.21686913471393662,1.0
Pool,1.0,1.0,Thumbnail,"Cats,Dogs",1440,781,Lake Elsinore,CA,33.6119,-117.3645,72.557243,19.846399070041844,0.0,-0.9408596396004509,0.6910816066672097,1.0
"Fireplace,Pool,Storage,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",1068,781,Durham,NC,36.0346,-78.869,72.557243,14.719412643614367,0.0,-1.0166115789658299,-0.9420407670949502,1.0
"Parking,Patio/Deck,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",919,781,Houston,TX,29.7714,-95.4343,72.557243,12.665861628728093,0.0,-1.0351047981161476,-0.8473139128522835,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",765,781,Bellevue,NE,41.1378,-95.9392,72.557243,10.543399505959728,0.0,-1.0847932198781367,-0.7578071598508499,1.0
"Dishwasher,Elevator,Pool,Refrigerator",1.0,1.0,Thumbnail,Unknown,3702,782,Oakland,CA,37.7904,-122.2151,72.650146,50.95653902746458,1.0,-0.5059662994770243,4.360195261627566,1.0
"Gym,Parking,Playground,Tennis",1.0,1.0,Yes,Unknown,2385,782,Kirkland,WA,47.6869,-122.1896,72.650146,32.82856444638115,1.0,-0.779744277176161,2.6388440694712405,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",2015,782,Hackensack,NJ,40.8876,-74.0499,72.650146,27.735663463085125,0.0,-0.8390012554142398,0.475112245024949,1.0
"AC,Parking",1.0,1.0,Thumbnail,Unknown,1385,782,Crofton,MD,39.0073,-76.6827,72.650146,19.063967194229726,0.0,-0.9585531741054724,-0.4490074436044952,1.0
Wood Floors,1.0,1.0,Thumbnail,Cats,1374,782,Houston,TX,29.7714,-95.4343,72.650146,18.91255662445606,0.0,-0.9450882926466339,-0.1615960522987587,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1290,782,Dallas,TX,32.8212,-96.7853,72.650146,17.75633045527534,0.0,-0.9667736955066979,-0.1660714299858581,1.0
"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis",1.0,1.0,Thumbnail,"Cats,Dogs",1225,782,Reno,NV,39.5197,-119.8342,72.650146,16.861631633885498,1.0,-0.991555957489203,0.5974264203499251,1.0
"Parking,Patio/Deck,Playground,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1199,782,Winter Park,FL,28.5964,-81.3237,72.650146,16.50375210532956,0.0,-0.9768426005894306,-0.8741699240775221,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",1100,782,Albuquerque,NM,35.1038,-106.611,72.650146,15.141056977366569,0.0,-0.4560217412710275,-0.18195330860986975,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1100,782,Austin,TX,30.3054,-97.7497,72.650146,15.141056977366569,0.0,-0.9994534588365339,-0.49241896266777757,1.0
"AC,Cable or Satellite,Clubhouse,Dishwasher,Gated,Gym,Hot Tub,Internet Access,Patio/Deck,Refrigerator,Storage,Washer Dryer",1.0,1.0,Thumbnail,Unknown,925,782,Euless,TX,32.8255,-97.1039,72.650146,12.732252458240069,0.0,-1.0379082120675485,-0.7075423371420673,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,860,782,Mandan,ND,46.8296,-100.8908,72.650146,11.837553636850226,0.0,-1.074940273341562,-0.31530901752701096,1.0
"Gym,Patio/Deck,Pool",1.0,1.0,Thumbnail,Unknown,2505,783,Princeton,NJ,40.3663,-74.6688,72.743049,34.436279953016545,0.0,-0.7408655774911336,1.216111021873787,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,2245,783,Campbell,CA,37.28,-121.9559,72.743049,30.862055287234387,1.0,-0.23532458977921702,2.05582473547631,1.0
"Dishwasher,Doorman,Elevator,Garbage Disposal,Parking,Patio/Deck,Refrigerator,Storage,View",1.0,1.0,Thumbnail,"Cats,Dogs",2225,783,Chicago,IL,41.8625,-87.6825,72.743049,30.587114928328067,1.0,-0.7983733118136013,1.2184307053031997,1.0
"Dishwasher,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",2220,783,New Rochelle,NY,40.918,-73.7837,72.743049,30.518379838601486,0.0,-0.7974087806790677,0.7749741139899949,1.0
Parking,1.0,1.0,Thumbnail,"Cats,Dogs",1744,783,Folsom,CA,38.6857,-121.1532,72.743049,23.974799296631076,1.0,-0.8874391031992702,1.395256539428537,1.0
"Gated,Parking,Storage",1.0,1.0,Yes,Unknown,1395,783,Norwalk,CA,33.9069,-118.0806,72.743049,19.1770900337158,0.0,-0.9471780334683787,0.6489003206778929,1.0
"Cable or Satellite,Gym,Parking,Pool,TV",1.0,1.0,Thumbnail,"Cats,Dogs",980,783,Dallas,TX,32.9158,-96.8961,72.743049,13.472077586409664,0.0,-1.0259685055073402,-0.629412911227954,1.0
"Internet Access,Parking,TV",1.0,1.0,Thumbnail,Unknown,899,783,Apex,NC,35.6775,-78.7763,72.743049,12.35856913283907,0.0,-1.0461673085777397,-1.2119638943612374,1.0
"Dishwasher,Garbage Disposal,Gated,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Tennis",1.0,1.0,Thumbnail,"Cats,Dogs",677,783,Unknown,Unknown,39.8163,-98.5576,72.743049,9.306731148978923,0.0,-1.0970884688305207,-0.8508971785960562,1.0
"Gated,Parking,Playground",2.0,2.0,Yes,Unknown,650,783,Dayton,OH,39.7942,-84.2701,72.743049,8.93556166445539,0.0,0.3388077264571883,-1.4148776896109612,1.0
"Hot Tub,Parking,Patio/Deck,Pool",1.0,2.0,Thumbnail,Unknown,2497,784,Pasadena,CA,34.1474,-118.1391,72.835952,34.28252025867665,1.0,-0.17887707666437727,2.2357280377655036,1.0
"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,Unknown,1450,784,Grand Rapids,MI,42.9497,-85.6417,72.835952,19.907751051294007,0.0,-0.9499274115592096,0.016777577529697912,1.0
Parking,1.0,1.0,Thumbnail,Unknown,1400,784,Cincinnati,OH,39.1535,-84.4264,72.835952,19.221276877111457,0.0,-0.9530862725185962,-0.19708934690159097,1.0
Parking,1.0,1.0,Thumbnail,Unknown,1400,784,Cincinnati,OH,39.1535,-84.4264,72.835952,19.221276877111457,0.0,-0.9530862725185962,-0.19708934690159097,1.0
Parking,1.0,1.0,Thumbnail,Unknown,1350,784,Cincinnati,OH,39.1535,-84.4264,72.835952,18.534802702928904,0.0,-0.9628545439629232,-0.27245847429778147,1.0
"Clubhouse,Dishwasher,Elevator,Fireplace,Gated,Hot Tub,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1245,784,Colorado Springs,CO,38.8562,-104.772,72.835952,17.093206937145546,0.0,-0.9832947596206376,0.16196554828813148,1.0
Pool,1.0,1.0,Thumbnail,"Cats,Dogs",1203,784,Houston,TX,29.7714,-95.4343,72.835952,16.5165686308322,0.0,-0.9755431304737018,-0.4226236752584663,1.0
"Clubhouse,Gym,Pool,Washer Dryer",1.0,1.0,Thumbnail,Unknown,1190,784,Virginia Beach,VA,36.7992,-76.1756,72.835952,16.338085345544737,0.0,-0.9898510195052335,-0.8208958870542318,1.0
"AC,Cable or Satellite,Elevator,Gym,Patio/Deck,Playground,Pool,Tennis,Washer Dryer",1.0,1.0,Yes,"Cats,Dogs",1185,784,Cherry Hill,NJ,39.905,-74.9965,72.835952,16.269437928126482,0.0,-0.9961879718161109,-0.7792954189434084,1.0
"Clubhouse,Fireplace,Parking,Pool,Washer Dryer",1.0,1.0,Yes,"Cats,Dogs",1108,784,Mansfield,TX,32.5807,-97.138,72.835952,15.212267699885352,0.0,-0.9990114945282448,-0.4395831104572023,1.0
"Gym,Parking,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",1100,784,Azle,TX,32.91,-97.5572,72.835952,15.102431832016144,0.0,-1.0011545716796308,-0.4303634100471842,1.0
"Clubhouse,Dishwasher,Internet Access,Patio/Deck,Playground,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1073,784,Concord,NC,35.4047,-80.6098,72.835952,14.731735777957566,0.0,-1.010386991089007,-0.9040274011764342,1.0
"Gym,Parking,Pool",1.0,1.0,Yes,Unknown,1050,784,Azle,TX,32.91,-97.5572,72.835952,14.415957657833593,0.0,-1.0109228431239579,-0.5057325374433745,1.0
"Gym,Parking,Pool",1.0,1.0,Yes,Unknown,1050,784,Azle,TX,32.91,-97.5572,72.835952,14.415957657833593,0.0,-1.0109228431239579,-0.5057325374433745,1.0
"Gym,Parking,Pool",1.0,1.0,Yes,Unknown,1050,784,Azle,TX,32.91,-97.5572,72.835952,14.415957657833593,0.0,-1.0109228431239579,-0.5057325374433745,1.0
"Gym,Parking,Pool",1.0,1.0,Yes,Unknown,1020,784,Azle,TX,32.91,-97.5572,72.835952,14.004073153324061,0.0,-1.016783805990554,-0.5509540138810889,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,950,784,Unknown,Unknown,39.8163,-98.5576,72.835952,13.043009309468488,0.0,-1.0424573437774782,-0.4402498797281465,1.0
Unknown,1.0,1.0,Thumbnail,Cats,885,784,Mission,KS,39.0203,-94.6535,72.835952,12.15059288303117,0.0,-1.0536908637257734,-0.6750208469316639,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",870,784,Overland Park,KS,38.9259,-94.6916,72.835952,11.944650630776405,0.0,-1.0564584746948724,-0.6990583273799005,1.0
"Parking,Patio/Deck,Storage,Washer Dryer,Wood Floors",1.0,2.0,Yes,Unknown,850,784,Raleigh,NC,35.7551,-78.7199,72.835952,11.670060961103383,0.0,-0.5025747203492743,-1.36738675896553,1.0
"Cable or Satellite,Parking,Playground,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",690,784,Kokomo,IN,40.4738,-86.1409,72.835952,9.473343603719217,0.0,-0.542177241668683,-1.2619013624130613,1.0
"Dishwasher,Parking,Patio/Deck,Playground,Refrigerator,Storage",1.0,2.0,Thumbnail,"Cats,Dogs",585,784,Henderson,KY,37.8244,-87.5556,72.835952,8.031747837935859,0.0,-0.5581270520033244,-1.450020615321022,1.0
"AC,Clubhouse,Gym,View",1.0,1.0,Thumbnail,Unknown,1985,785,North Bergen,NJ,40.7925,-74.0215,72.928855,27.21830748611095,0.0,-0.839781509854991,0.4195184253797349,1.0
"Cable or Satellite,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1945,785,Denver,CO,39.736,-104.9819,72.928855,26.66982773828,1.0,-0.8464475279673328,1.2448626635713629,1.0
"Dishwasher,Parking,Patio/Deck,Pool,Refrigerator,Storage",1.0,1.0,Thumbnail,Unknown,1850,785,San Juan Capistrano,CA,33.5052,-117.6573,72.928855,25.367188337181492,1.0,-0.8545024396393297,1.3076025900467076,1.0
"Fireplace,Gym,Parking,Patio/Deck,Pool,TV,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",1764,785,Raleigh,NC,35.774,-78.6328,72.928855,24.187956879344945,0.0,-0.8744117362926277,0.08712996515110241,1.0
"Gym,Pool",1.0,1.0,Yes,Unknown,1570,785,Linthicum Heights,MD,39.2081,-76.661,72.928855,21.52783010236483,0.0,-0.9182746595114217,-0.1704846651032339,1.0
